-1.00, 6.85
-0.92, 6.94
-0.86, 7.04
-0.79, 7.16
-0.73, 7.29
-0.67, 7.41
-0.60, 7.53
-0.54, 7.67
-0.48, 7.79
-0.41, 7.93
-0.35, 8.10
-0.29, 8.32
-0.22, 8.57
-0.16, 8.83
-0.10, 9.09
-0.03, 9.27
0.03, 9.30
0.10, 9.18
0.16, 8.95
0.22, 8.71
0.29, 8.48
0.35, 8.26
0.41, 8.06
0.48, 7.86
0.54, 7.69
0.60, 7.53
0.67, 7.38
0.73, 7.24
0.79, 7.12
0.86, 7.02
0.92, 6.92
1.00, 6.83
